longitude,latitude,housing_median_age,total_rooms,population,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_1,ocean_2,ocean_3,ocean_4,ocean_5,median_house_value
5.273559366969494e-16,-0.7076346088448703,1.1145977602661161,-1.1181911737400518,-0.23616307659465313,-0.8482822331162376,-1.455293095743353,-0.923900258940301,0.9302791943483695,1.6969725942895835,1.0,0.0,0.0,0.0,0.0,134000.0
-1.0547118733938987e-15,1.034344473747327,1.7541708914298602,-0.5061906601016227,0.3056893718103104,-0.21832246537754282,-0.20863053963449643,-0.8296436262165854,0.023967720861894914,1.3747578091261443,0.0,0.0,0.0,1.0,0.0,222600.0
1.2212453270876722e-15,-0.7721578113031907,0.06675697557076112,-1.6691490285399135,-1.9901454246897392,-1.69897212416777,-2.17727389000556,0.010492726365998451,1.5201369569643004,-1.2139838375510161,0.0,1.0,0.0,0.0,0.0,50000.0
-5.273559366969494e-16,1.051314416921086,-1.0814758457403513,0.7291801239006427,0.5210126586543042,0.571805193693989,-0.11599056573623939,0.4623573963134624,-0.41566770572965195,-0.054797848080885475,0.0,1.0,0.0,0.0,0.0,131200.0
5.551115123125783e-16,-0.8180195191116646,-1.0814758457403513,0.5930130468163248,0.6007021912116153,0.589917985756383,0.805296260230601,0.09438974943360857,-0.457358386884087,0.10244147779530786,1.0,0.0,0.0,0.0,0.0,240800.0
1.304512053934559e-15,-0.8845486675511902,-0.8233161204186684,1.2401158023103318,-0.30626527470381754,0.6855898747439712,-0.950373775393339,1.3216305650949733,0.4748346314682618,-2.8861955852635646,0.0,1.0,0.0,0.0,0.0,97500.0
1.1102230246251565e-16,-0.5574148243941446,-1.4405960425110098,1.392008818637568,1.3603504637502488,1.4501971958254136,0.6796387678138353,0.036307450569393704,-0.12144630019103009,-0.10086995877421842,0.0,0.0,0.0,0.0,1.0,232700.0
4.718447854656915e-16,-0.6442586737338363,0.600045463389576,-0.24995865836633643,0.3444210285495979,0.38985222550743925,-1.2778651996218442,-1.7274303174852281,1.6021229302613484,-0.05036058808434353,1.0,0.0,0.0,0.0,0.0,238000.0
4.718447854656915e-16,-0.6821479366045965,0.29789206775620125,0.40813356661566424,1.8353015851246,1.4501971958254136,-0.8233037538796557,-2.4635719762810604,2.1275789663132896,0.9032203977419985,1.0,0.0,0.0,0.0,0.0,258300.0
-1.0824674490095276e-15,1.0377494752763043,0.8961132906004172,0.08630789104008962,0.09144980304006357,0.23024772033745572,0.17979129736908026,-0.32766456240218034,-0.24576727187574648,-0.3170825123191071,0.0,0.0,0.0,0.0,1.0,297800.0
-9.159339953157541e-16,1.238477554763303,-0.3285075876315696,0.1612268192528952,0.38141384439918175,0.4733322755849275,-1.0808397804178949,-0.7436805490996475,0.9794811268668887,-0.16854233274762945,0.0,1.0,0.0,0.0,0.0,101100.0
-9.159339953157541e-16,0.886208234383983,0.44977987801202696,-0.09250429298891356,-0.22110266652228536,-0.1607712814056673,1.1194586204926669,0.20550481114756722,-0.6412578225902771,-0.12367886016972002,1.0,0.0,0.0,0.0,0.0,288300.0
4.163336342344337e-16,-0.7076346088448703,1.543430323734221,-0.7530472172363728,-0.7730168609680939,-0.6135043606458445,0.24082517098931533,-0.44646294158445005,0.4566458761606667,-0.4749213566131764,1.0,0.0,0.0,0.0,0.0,308300.0
-9.43689570931383e-16,0.9825997723436753,-0.9944872684327178,0.6373031862247005,0.7962614282676246,0.2240825903047855,1.1920594110553255,1.0516918311551624,-1.0253616365320501,1.4079264785158203,0.0,0.0,0.0,1.0,0.0,236500.0
-9.71445146547012e-16,0.9152137625795091,0.44977987801202696,0.7326979970614017,0.17034286897667228,0.26381551807917225,2.0534723138374495,1.1724893820636015,-1.7407962661900427,-0.1879303598177744,0.0,0.0,0.0,1.0,0.0,500001.0
5.551115123125783e-16,-0.6442586737338363,1.0420900014154437,0.30689618981303396,-0.048267600092858666,0.36412120074981724,0.22737621528224342,-0.0801360725051957,0.3094926233263144,-1.1017380413536688,0.0,1.0,0.0,0.0,0.0,281100.0
6.938893903907228e-16,-0.6821479366045965,0.06675697557076112,-0.7072268393175917,0.033013417835866504,-0.3984621692684928,-0.6428957664083387,-0.9394042775465347,0.3632908691104345,1.1896821795309724,0.0,1.0,0.0,0.0,0.0,134300.0
4.440892098500626e-16,-0.7012457672121234,1.1867966723272272,-0.21818756072728204,0.211843954485862,0.16452649849613918,-1.0889540491173124,-1.0207289926663545,1.076580505731686,0.1868742738654736,1.0,0.0,0.0,0.0,0.0,158000.0
9.159339953157541e-16,-1.5729357903694792,-0.9084549740891927,-0.06478384065114837,-0.7084634673029157,-0.7556796091621893,2.4919605060410213,1.8070930358978252,-2.2163294438391046,0.17554215428512907,0.0,0.0,0.0,0.0,1.0,500001.0
-9.159339953157541e-16,0.8605140254241462,-0.08973843068232949,-0.718064676905963,-0.7900356496528154,-0.8040588152874344,0.9533150342270813,0.22508358509228568,-0.7935545680460219,0.07133797320933451,1.0,0.0,0.0,0.0,0.0,281200.0
8.326672684688674e-17,0.5107648586862797,-0.9944872684327178,0.5887648073430487,0.3139073017304759,0.1030923832545573,1.1400677605605476,1.221759421736484,-1.5751342793063807,0.6051517745439831,0.0,1.0,0.0,0.0,0.0,154800.0
-9.71445146547012e-16,1.084844681757312,0.29789206775620125,0.7640832940063901,0.23226354941329624,0.2788871805685485,1.733476993394829,1.2069495094123115,-1.7319031209028812,-0.05941583227451624,0.0,0.0,0.0,1.0,0.0,401800.0
5.828670879282072e-16,-0.8511339835850534,-1.533690207718025,0.8751474462351958,0.7873545678840058,0.7747449923654297,0.38032699486931826,0.33935540910383744,0.4985413472212133,0.11225246402341223,1.0,0.0,0.0,0.0,0.0,192300.0
-1.609823385706477e-15,1.8565485292028248,0.5251086698229654,-0.021049109331028923,-0.1713496802695508,0.049797734778457906,-0.4422033946237153,-0.15285854764531923,0.018831041094226918,-0.5783864151308822,0.0,0.0,0.0,0.0,1.0,85600.0
-6.661338147750939e-16,1.159939899210254,-1.4405960425110098,0.5496270068389612,0.8778839670661734,0.931693212983347,-0.7679348290822681,-0.8287586714226471,0.862260574748408,-0.043706259199495875,0.0,1.0,0.0,0.0,0.0,103000.0
-1.0269562977782698e-15,1.2292180913948143,-0.16876796224674173,-0.011908195821334367,-0.30483582242201235,-0.19893808922249295,0.3016500977450027,0.5177190765766584,-1.1754898225405466,-0.261140070263727,0.0,0.0,0.0,1.0,0.0,174700.0
4.718447854656915e-16,-0.746209360775343,0.6746028141305052,-0.49839892771786093,0.6995205287158773,-0.06506179774772534,-0.6704584451608435,-1.2415547705785885,1.0082257752684962,1.8444146289532781,1.0,0.0,0.0,0.0,0.0,125000.0
-1.0269562977782698e-15,1.0614305598832874,-0.16876796224674173,-1.309588598554038,-1.4059918750143146,-1.5147532612097758,-1.4306552634193086,0.6044522799166738,-0.12605605699441727,0.3886449613383109,0.0,0.0,0.0,1.0,0.0,82500.0
-7.771561172376096e-16,1.4479706077642094,-0.16876796224674173,-0.6109900496885502,-0.6084367902852884,-0.6232742130898059,-1.762851980856471,0.016196042492486382,0.1293488628079689,0.07878301114805156,0.0,1.0,0.0,0.0,0.0,48300.0
-8.604228440844963e-16,0.9043812362998671,-0.8233161204186684,-0.47950522023341496,0.5403159659954503,0.09651073148449818,0.13474610319624672,-1.6390819254430584,1.6955251335284678,1.1515493909454557,1.0,0.0,0.0,0.0,0.0,128600.0
6.661338147750939e-16,-0.9047429717116798,-0.4906681183282965,1.6176638340450835,2.3269194661205748,2.366334676525411,-0.2383961654529707,-1.3563434092257232,1.4697291482509722,0.05082280023949618,1.0,0.0,0.0,0.0,0.0,121400.0
